driver_sigma,constructor_sigma,selection_races,average_spearman_correlation,average_mean_absolute_position_error,average_kendall_correlation,winner_accuracy,average_top_three_overlap,selected
0.35,0.15,6,0.5563711650668172,4.2272727272727275,0.4588744588744589,0.6666666666666666,0.611111111111111,True
0.5,0.15,6,0.5505364201016375,4.257575757575758,0.455988455988456,0.5,0.611111111111111,False
0.5,0.25,6,0.5533596837944664,4.242424242424242,0.45454545454545453,0.6666666666666666,0.611111111111111,False
0.7,0.25,6,0.5531714662149444,4.242424242424242,0.4588744588744589,0.8333333333333334,0.611111111111111,False
